probe	hgnc	ensembl
11743695_at	KMT2D	ENSG00000167548
11755196_a_at	CORO6	ENSG00000167549
11731613_a_at	RHEBL1	ENSG00000167550
11757913_x_at	TUBA1A	ENSG00000167552
11727362_x_at	TUBA1A	ENSG00000167552
11758282_s_at	TUBA1C	ENSG00000167553
11756670_x_at	TUBA1C	ENSG00000167553
11760577_at	ZNF610	ENSG00000167554
11744732_a_at	ZNF610	ENSG00000167554
11736607_a_at	ZNF528	ENSG00000167555
11755479_x_at	ZNF528	ENSG00000167555
11736521_at	ZNF701	ENSG00000167562
11728059_s_at	SERTAD3	ENSG00000167565
11728058_a_at	SERTAD3	ENSG00000167565
11731788_a_at	NCKAP5L	ENSG00000167566
11762041_a_at	NCKAP5L	ENSG00000167566
11729929_a_at	AQP2	ENSG00000167580
11729928_a_at	AQP2	ENSG00000167580
11729930_at	AQP2	ENSG00000167580
11720472_a_at	GPD1	ENSG00000167588
11720473_at	GPD1	ENSG00000167588
11761423_x_at	GPD1	ENSG00000167588
11748917_a_at	GPD1	ENSG00000167588
11741182_s_at	PROSER3	ENSG00000167595
11741183_x_at	PROSER3	ENSG00000167595
11748982_a_at	CYP2S1	ENSG00000167600
11755278_a_at	CYP2S1	ENSG00000167600
11716587_at	AXL	ENSG00000167601
11716586_a_at	AXL	ENSG00000167601
11737715_a_at	NFKBID	ENSG00000167604
11745307_a_at	NFKBID	ENSG00000167604
11722310_a_at1	TMC4	ENSG00000167608
11750364_a_at	ANKRD33	ENSG00000167612
11743798_a_at	ANKRD33	ENSG00000167612
11724805_a_at1	LAIR1	ENSG00000167613
11748339_a_at1	LAIR1	ENSG00000167613
11748340_x_at1	LAIR1	ENSG00000167613
11724804_x_at1	LAIR1	ENSG00000167613
11752811_a_at1	TTYH1	ENSG00000167614
11720059_a_at1	TTYH1	ENSG00000167614
11745477_x_at1	TTYH1	ENSG00000167614
11751161_a_at1	TTYH1	ENSG00000167614
11752812_x_at1	TTYH1	ENSG00000167614
11720060_x_at1	TTYH1	ENSG00000167614
11751162_x_at1	TTYH1	ENSG00000167614
11723528_s_at1	LENG8	ENSG00000167615
11756997_x_at1	LENG8	ENSG00000167615
11720166_at1	CDC42EP5	ENSG00000167617
11740754_a_at1	LAIR2	ENSG00000167618
11733718_x_at1	LAIR2	ENSG00000167618
11753776_x_at1	LAIR2	ENSG00000167618
11737688_at	TMEM145	ENSG00000167619
11724520_a_at	ZNF526	ENSG00000167625
11721369_a_at	TRAPPC9	ENSG00000167632
11731035_a_at1	NLRP7	ENSG00000167634
200050_PM_at	ZNF146	ENSG00000167635
11741070_a_at	ZNF146	ENSG00000167635
11743851_a_at	ZNF146	ENSG00000167635
11737335_a_at	ZNF283	ENSG00000167637
11737336_x_at	ZNF283	ENSG00000167637
11761166_at	ZNF283	ENSG00000167637
11753564_x_at	PPP1R14A	ENSG00000167641
11719121_a_at	PPP1R14A	ENSG00000167641
11742851_x_at	SPINT2	ENSG00000167642
11745496_a_at	SPINT2	ENSG00000167642
11730408_a_at	C19orf33	ENSG00000167644
11762610_at	YIF1B	ENSG00000167645
11739659_x_at	YIF1B	ENSG00000167645
11718696_x_at	YIF1B	ENSG00000167645
11718694_s_at	YIF1B	ENSG00000167645
11762611_x_at	YIF1B	ENSG00000167645
11718695_a_at	YIF1B	ENSG00000167645
11755367_s_at	DNAAF3	ENSG00000167646
11718722_at	PSCA	ENSG00000167653
11724183_a_at	ATCAY	ENSG00000167654
11748192_x_at	ATCAY	ENSG00000167654
11724184_at	ATCAY	ENSG00000167654
11748191_a_at	ATCAY	ENSG00000167654
11724182_x_at	ATCAY	ENSG00000167654
11760483_at	LY6D	ENSG00000167656
11735061_a_at	LY6D	ENSG00000167656
11715783_x_at	EEF2	ENSG00000167658
11748763_a_at	EEF2	ENSG00000167658
11751022_x_at	EEF2	ENSG00000167658
11757678_s_at	EEF2	ENSG00000167658
11748764_x_at	EEF2	ENSG00000167658
11715782_a_at	EEF2	ENSG00000167658
200094_PM_s_at	EEF2	ENSG00000167658
11715781_a_at	EEF2	ENSG00000167658
11733679_at	TMIGD2	ENSG00000167664
11727878_a_at	CHAF1A	ENSG00000167670
11727880_a_at	CHAF1A	ENSG00000167670
11727879_s_at	CHAF1A	ENSG00000167670
11756464_x_at	HDGFL2	ENSG00000167674
11733340_x_at	HDGFL2	ENSG00000167674
11746190_a_at	PLIN4	ENSG00000167676
11727310_a_at	PLIN4	ENSG00000167676
11752587_a_at	SEMA6B	ENSG00000167680
11752310_x_at	SEMA6B	ENSG00000167680
11729994_x_at	SEMA6B	ENSG00000167680
11719279_x_at	ZNF444	ENSG00000167685
11719278_a_at	ZNF444	ENSG00000167685
11748682_a_at1	NXN	ENSG00000167693
11745542_a_at1	NXN	ENSG00000167693
11762295_at1	NXN	ENSG00000167693
11719225_at1	NXN	ENSG00000167693
11748683_x_at1	NXN	ENSG00000167693
11739757_a_at	TLCD3A	ENSG00000167695
11754591_a_at	TLCD3A	ENSG00000167695
11752215_s_at	GLOD4	ENSG00000167699
11753012_s_at	GLOD4	ENSG00000167699
11723938_s_at	GLOD4	ENSG00000167699
11744304_a_at	MFSD3	ENSG00000167700
11763604_x_at	GPT	ENSG00000167701
11747456_a_at	GPT	ENSG00000167701
11748915_a_at	GPT	ENSG00000167701
11745594_x_at	GPT	ENSG00000167701
11752857_x_at	GPT	ENSG00000167701
11724597_a_at	KIFC2	ENSG00000167702
11761197_x_at1	SLC43A2	ENSG00000167703
11748078_a_at1	SLC43A2	ENSG00000167703
11718456_at1	SLC43A2	ENSG00000167703
11720140_at1	RILP	ENSG00000167705
11749861_a_at1	SERPINF2	ENSG00000167711
11744238_at1	SERPINF2	ENSG00000167711
11744486_x_at1	WDR81	ENSG00000167716
11748352_a_at1	WDR81	ENSG00000167716
11748163_x_at1	WDR81	ENSG00000167716
11749702_x_at1	WDR81	ENSG00000167716
11749701_a_at1	WDR81	ENSG00000167716
11744485_a_at1	WDR81	ENSG00000167716
11734790_at	SRR	ENSG00000167720
11734789_at	SRR	ENSG00000167720
11732143_at	TSR1	ENSG00000167721
11732142_at	TSR1	ENSG00000167721
11759155_a_at	TRPV3	ENSG00000167723
11747017_a_at	TRPV3	ENSG00000167723
11735244_a_at	TRPV3	ENSG00000167723
11762444_at	TRPV3	ENSG00000167723
11735246_a_at	TRPV3	ENSG00000167723
11764263_s_at	TRPV3	ENSG00000167723
11744967_x_at	HSD11B1L	ENSG00000167733
11732896_a_at	HSD11B1L	ENSG00000167733
11756677_a_at	CYB5D2	ENSG00000167740
11752581_x_at	GGT6	ENSG00000167741
11731212_x_at	GGT6	ENSG00000167741
11758586_s_at	GGT6	ENSG00000167741
11727976_a_at	KLK1	ENSG00000167748
11753683_x_at	KLK4	ENSG00000167749
11731017_x_at	KLK4	ENSG00000167749
11731016_a_at	KLK4	ENSG00000167749
11751771_a_at	KLK2	ENSG00000167751
11729587_x_at	KLK2	ENSG00000167751
11750338_a_at	KLK2	ENSG00000167751
11729586_a_at	KLK2	ENSG00000167751
11729590_s_at	KLK2	ENSG00000167751
11729591_x_at	KLK2	ENSG00000167751
11763753_x_at	KLK2	ENSG00000167751
11729589_a_at	KLK2	ENSG00000167751
11729588_at	KLK2	ENSG00000167751
11751772_x_at	KLK2	ENSG00000167751
11760620_a_at	KLK2	ENSG00000167751
11760621_x_at	KLK2	ENSG00000167751
11728024_a_at	KLK5	ENSG00000167754
11725703_a_at	KLK6	ENSG00000167755
11751796_a_at	KLK6	ENSG00000167755
11753761_a_at	KLK6	ENSG00000167755
11753762_x_at	KLK6	ENSG00000167755
11729069_a_at	KLK11	ENSG00000167757
11750242_a_at	KLK13	ENSG00000167759
11737031_a_at	KLK13	ENSG00000167759
11724396_x_at	ZNF83	ENSG00000167766
11724395_a_at	ZNF83	ENSG00000167766
11728960_a_at	KRT80	ENSG00000167767
11723952_at	KRT1	ENSG00000167768
11737873_at	ACER1	ENSG00000167769
11725018_at	RCOR2	ENSG00000167771
11716630_a_at	ANGPTL4	ENSG00000167772
11717750_a_at	CD320	ENSG00000167775
11719264_at	SPRYD3	ENSG00000167778
11749385_a_at	SPRYD3	ENSG00000167778
11717909_at	IGFBP6	ENSG00000167779
11735420_at	SOAT2	ENSG00000167780
11722343_at	ZNF558	ENSG00000167785
11748666_a_at	ZNF558	ENSG00000167785
11746583_s_at	ZNF558	ENSG00000167785
11746582_a_at	ZNF558	ENSG00000167785
11735848_a_at	CABP2	ENSG00000167791
11717759_a_at	NDUFV1	ENSG00000167792
11716622_x_at	CDK2AP2	ENSG00000167797
11753760_s_at	CDK2AP2	ENSG00000167797
11756489_a_at	NUDT8	ENSG00000167799
11732903_at	TBX10	ENSG00000167800
11745463_x_at	PRDX2	ENSG00000167815
11745462_a_at	PRDX2	ENSG00000167815
11715409_a_at	PRDX2	ENSG00000167815
11715410_x_at	PRDX2	ENSG00000167815
11741148_a_at	PRDX2	ENSG00000167815
11742570_at	OR8J3	ENSG00000167822
11738922_at	OR5I1	ENSG00000167825
11761412_a_at	ZNF232	ENSG00000167840
11722113_a_at	ZNF232	ENSG00000167840
11754836_x_at	ZNF232	ENSG00000167840
11746674_a_at	ZNF232	ENSG00000167840
11746675_a_at	ZNF232	ENSG00000167840
11725146_a_at	MIS12	ENSG00000167842
11725145_a_at	MIS12	ENSG00000167842
11757986_s_at	MIS12	ENSG00000167842
11728503_at	CD300C	ENSG00000167850
11762860_x_at	CD300C	ENSG00000167850
11728502_a_at	CD300C	ENSG00000167850
11753170_a_at	CD300C	ENSG00000167850
11724683_a_at	CD300A	ENSG00000167851
11727921_a_at	TEKT1	ENSG00000167858
11761698_a_at	TEKT1	ENSG00000167858
11755029_a_at	HID1	ENSG00000167861
11718136_a_at	HID1	ENSG00000167861
11728294_at	MRPL58	ENSG00000167862
11715874_s_at	ATP5PD	ENSG00000167863
11724642_at	TMEM88	ENSG00000167874
11726123_a_at	EVPL	ENSG00000167880
11749745_a_at	SRP68	ENSG00000167881
11718495_a_at	SRP68	ENSG00000167881
11733582_a_at	MGAT5B	ENSG00000167889
11762664_at	MGAT5B	ENSG00000167889
11735322_x_at	MGAT5B	ENSG00000167889
11735321_a_at	MGAT5B	ENSG00000167889
11762665_x_at	MGAT5B	ENSG00000167889
11721927_at	TMC8	ENSG00000167895
11749563_a_at	TMC8	ENSG00000167895
11750744_a_at	TMC8	ENSG00000167895
11718128_x_at	TK1	ENSG00000167900
11718127_at	TK1	ENSG00000167900
11745928_a_at	TMEM68	ENSG00000167904
11733932_s_at	TMEM68	ENSG00000167904
11760192_s_at	TMEM68	ENSG00000167904
11760193_at	TMEM68	ENSG00000167904
11744788_x_at	TMEM68	ENSG00000167904
11733933_x_at	TMEM68	ENSG00000167904
11737278_at	CYP7A1	ENSG00000167910
11737279_at	CYP7A1	ENSG00000167910
11740229_at	GSDMA	ENSG00000167914
11740228_at	GSDMA	ENSG00000167914
11729417_at	KRT24	ENSG00000167916
11719010_at	TMEM99	ENSG00000167920
11719011_at	TMEM99	ENSG00000167920
11724774_a_at	GHDC	ENSG00000167925
11719100_at	FAM234A	ENSG00000167930
11727329_at	SOST	ENSG00000167941
11727328_at	SOST	ENSG00000167941
11729224_s_at	ZNF598	ENSG00000167962
11723367_a_at	RAB26	ENSG00000167964
11717414_a_at	MLST8	ENSG00000167965
11750011_a_at	MLST8	ENSG00000167965
11747479_x_at	MLST8	ENSG00000167965
11717415_x_at	MLST8	ENSG00000167965
11745952_a_at	E4F1	ENSG00000167967
11754872_a_at	E4F1	ENSG00000167967
11738486_a_at	DNASE1L2	ENSG00000167968
11732220_a_at	ECI1	ENSG00000167969
11744192_at	CASKIN1	ENSG00000167971
11723351_a_at	ABCA3	ENSG00000167972
11744856_a_at	ABCA3	ENSG00000167972
11723350_a_at	ABCA3	ENSG00000167972
11743993_at	KCTD5	ENSG00000167977
11743994_at	KCTD5	ENSG00000167977
11753062_a_at	SRRM2	ENSG00000167978
11761450_x_at	SRRM2	ENSG00000167978
11716512_a_at	SRRM2	ENSG00000167978
11758214_s_at	SRRM2	ENSG00000167978
11716511_x_at	SRRM2	ENSG00000167978
11729399_at	ZNF597	ENSG00000167981
11730109_a_at	NLRC3	ENSG00000167984
11715930_at	SDHAF2	ENSG00000167985
11751448_a_at	DDB1	ENSG00000167986
11762174_at	DDB1	ENSG00000167986
11748413_s_at	DDB1	ENSG00000167986
11715416_s_at	DDB1	ENSG00000167986
11753096_a_at	VPS37C	ENSG00000167987
11754863_s_at	VPS37C	ENSG00000167987
11756497_a_at	VWCE	ENSG00000167992
11749084_a_at	VWCE	ENSG00000167992
11751281_a_at	VWCE	ENSG00000167992
11745338_a_at	RAB3IL1	ENSG00000167994
11740094_a_at	BEST1	ENSG00000167995
11753293_a_at	BEST1	ENSG00000167995
11761215_a_at	BEST1	ENSG00000167995
11761320_at	BEST1	ENSG00000167995
11761216_x_at	BEST1	ENSG00000167995
11751380_x_at	BEST1	ENSG00000167995
11752261_a_at	BEST1	ENSG00000167995
11752577_at	FTH1	ENSG00000167996
11757633_x_at	FTH1	ENSG00000167996
11720926_a_at	POLR2G	ENSG00000168002
11741149_x_at	SLC3A2	ENSG00000168003
11753435_x_at	SLC3A2	ENSG00000168003
11754529_x_at	SLC3A2	ENSG00000168003
11746697_a_at	SLC3A2	ENSG00000168003
11753434_a_at	SLC3A2	ENSG00000168003
11741582_a_at	SLC3A2	ENSG00000168003
11733071_a_at	SLC3A2	ENSG00000168003
11757608_a_at	PLAAT5	ENSG00000168004
11724975_a_at	PLAAT5	ENSG00000168004
11723342_a_at	SPINDOC	ENSG00000168005
11762208_a_at	ATG16L2	ENSG00000168010
11724353_a_at	ATG16L2	ENSG00000168010
11724354_x_at	ATG16L2	ENSG00000168010
11729452_a_at	C2CD3	ENSG00000168014
11722143_at	TRANK1	ENSG00000168016
11761783_at	TTC21A	ENSG00000168026
11730785_a_at	TTC21A	ENSG00000168026
11725824_at	ENTPD3	ENSG00000168032
11756826_a_at	ENTPD3	ENSG00000168032
11747387_a_at	CTNNB1	ENSG00000168036
11722167_s_at	CTNNB1	ENSG00000168036
11748951_a_at	CTNNB1	ENSG00000168036
11750680_x_at	CTNNB1	ENSG00000168036
11747388_x_at	CTNNB1	ENSG00000168036
11749021_s_at	CTNNB1	ENSG00000168036
11748952_x_at	CTNNB1	ENSG00000168036
11749022_x_at	CTNNB1	ENSG00000168036
11729315_a_at	ULK4	ENSG00000168038
11759637_x_at	ULK4	ENSG00000168038
11716800_at	FADD	ENSG00000168040
11716799_at	FADD	ENSG00000168040
11760883_at	FADD	ENSG00000168040
11742884_x_at	LTBP3	ENSG00000168056
11749482_x_at	LTBP3	ENSG00000168056
11746575_a_at	LTBP3	ENSG00000168056
11743258_a_at	LTBP3	ENSG00000168056
11756357_x_at	NAALADL1	ENSG00000168060
11742081_a_at	NAALADL1	ENSG00000168060
11732352_a_at	SAC3D1	ENSG00000168061
11745447_x_at	SAC3D1	ENSG00000168061
11757036_x_at	SAC3D1	ENSG00000168061
11750159_a_at	BATF2	ENSG00000168062
11724106_a_at	BATF2	ENSG00000168062
11760433_a_at	SLC22A11	ENSG00000168065
11723966_a_at	SLC22A11	ENSG00000168065
11748745_a_at	SF1	ENSG00000168066
11720174_x_at	SF1	ENSG00000168066
11720173_a_at	SF1	ENSG00000168066
11751087_a_at	SF1	ENSG00000168066
11720172_s_at	SF1	ENSG00000168066
11727679_at	SF1	ENSG00000168066
11752477_a_at	MAP4K2	ENSG00000168067
11761800_a_at	MAP4K2	ENSG00000168067
11723360_x_at	MAP4K2	ENSG00000168067
11723359_a_at	MAP4K2	ENSG00000168067
11761801_x_at	MAP4K2	ENSG00000168067
11755690_a_at	MAJIN	ENSG00000168070
11754724_a_at	CCDC88B	ENSG00000168071
11726171_at	SCARA3	ENSG00000168077
11725877_a_at	SCARA3	ENSG00000168077
11726172_x_at	SCARA3	ENSG00000168077
11726173_at	SCARA3	ENSG00000168077
11723950_a_at	PBK	ENSG00000168078
11761033_at	SCARA5	ENSG00000168079
11727781_a_at	SCARA5	ENSG00000168079
11727780_a_at	SCARA5	ENSG00000168079
11753239_a_at	SCARA5	ENSG00000168079
11725242_at	PNOC	ENSG00000168081
11761725_a_at	PNOC	ENSG00000168081
11754111_s_at	PNOC	ENSG00000168081
11757481_a_at	COPS6	ENSG00000168090
11760413_x_at	COPS6	ENSG00000168090
11758962_at	PAFAH1B2	ENSG00000168092
11758964_x_at	PAFAH1B2	ENSG00000168092
11758963_s_at	PAFAH1B2	ENSG00000168092
11763829_x_at	PAFAH1B2	ENSG00000168092
11763575_s_at	PAFAH1B2	ENSG00000168092
11762985_a_at	PAFAH1B2	ENSG00000168092
11726604_a_at	PAFAH1B2	ENSG00000168092
11750877_a_at	ANKS3	ENSG00000168096
11741672_a_at	ANKS3	ENSG00000168096
11746413_x_at	ANKS3	ENSG00000168096
11755371_x_at	ANKS3	ENSG00000168096
11717325_at	NUDT16L1	ENSG00000168101
11758034_s_at	NUDT16L1	ENSG00000168101
11733197_a_at	KIAA1586	ENSG00000168116
11733196_a_at	KIAA1586	ENSG00000168116
11738771_at1	OR1F1	ENSG00000168124
11738612_at	OR2B2	ENSG00000168131
11740185_at	KCNJ4	ENSG00000168135
11716802_a_at	SETD5	ENSG00000168137
11716801_at	SETD5	ENSG00000168137
11756922_a_at1	VASN	ENSG00000168140
11737162_at	FAM83B	ENSG00000168143
11734595_at1	H3-4	ENSG00000168148
11743786_a_at	THAP9	ENSG00000168152
11732643_at	OR2C1	ENSG00000168158
11759020_s_at1	RNF187	ENSG00000168159
11730197_at1	RNF187	ENSG00000168159
11730196_at1	RNF187	ENSG00000168159
11722747_at	HOOK3	ENSG00000168172
11722748_at	HOOK3	ENSG00000168172
11722749_at	HOOK3	ENSG00000168172
11736007_at	MAPK1IP1L	ENSG00000168175
11736008_s_at	MAPK1IP1L	ENSG00000168175
11736006_at	MAPK1IP1L	ENSG00000168175
11743972_a_at	DDIT4	ENSG00000168209
11764053_a_at	RBPJ	ENSG00000168214
11762366_s_at	RBPJ	ENSG00000168214
11757737_s_at	RBPJ	ENSG00000168214
11739393_s_at	RBPJ	ENSG00000168214
11739392_a_at	RBPJ	ENSG00000168214
11762367_x_at	RBPJ	ENSG00000168214
11725035_s_at	LMBRD1	ENSG00000168216
11760581_at	ZCCHC4	ENSG00000168228
11732458_x_at	ZCCHC4	ENSG00000168228
11732457_a_at	ZCCHC4	ENSG00000168228
11735589_at	PTGDR	ENSG00000168229
11743792_a_at	TTC39C	ENSG00000168234
11747256_a_at	TTC39C	ENSG00000168234
11757953_x_at	TTC39C	ENSG00000168234
11745479_a_at	GLYCTK	ENSG00000168237
11730454_at	GLYCTK	ENSG00000168237
11737292_s_at	GLYCTK	ENSG00000168237
11745480_s_at	GLYCTK	ENSG00000168237
11745481_x_at	GLYCTK	ENSG00000168237
11744881_s_at	GLYCTK	ENSG00000168237
11745110_s_at	GLYCTK	ENSG00000168237
11751563_s_at	GLYCTK	ENSG00000168237
11726228_x_at1	GNG4	ENSG00000168243
11753860_a_at1	GNG4	ENSG00000168243
11725128_a_at1	GNG4	ENSG00000168243
11733153_s_at	UBTD2	ENSG00000168246
11733154_at	UBTD2	ENSG00000168246
11741189_x_at	NKIRAS2	ENSG00000168256
11754089_x_at	NKIRAS2	ENSG00000168256
11723631_a_at	NKIRAS2	ENSG00000168256
11726270_x_at	NKIRAS2	ENSG00000168256
11717992_a_at	DNAJC7	ENSG00000168259
11747826_s_at	KCNV2	ENSG00000168263
11759410_s_at	KCNV2	ENSG00000168263
11759409_at	KCNV2	ENSG00000168263
11757683_a_at	IRF2BP2	ENSG00000168264
11719472_s_at	IRF2BP2	ENSG00000168264
11742676_a_at	IRF2BP2	ENSG00000168264
11756646_a_at	IRF2BP2	ENSG00000168264
11719473_s_at	IRF2BP2	ENSG00000168264
11735872_at	PTF1A	ENSG00000168267
11756412_a_at	NT5DC2	ENSG00000168268
11734442_a_at	FOXI1	ENSG00000168269
11734441_a_at	FOXI1	ENSG00000168269
11743474_a_at	SMIM4	ENSG00000168273
11719755_a_at	COA6	ENSG00000168275
11719756_s_at	COA6	ENSG00000168275
11741197_s_at1	KIF5C	ENSG00000168280
11754324_s_at1	KIF5C	ENSG00000168280
11760336_at1	KIF5C	ENSG00000168280
11746261_s_at1	KIF5C	ENSG00000168280
11736011_s_at	MGAT2	ENSG00000168282
11750984_a_at	MGAT2	ENSG00000168282
11736012_x_at	MGAT2	ENSG00000168282
11756109_s_at	MGAT2	ENSG00000168282
11720108_at	THAP11	ENSG00000168286
11722207_a_at	MMADHC	ENSG00000168288
11725620_a_at	PDHB	ENSG00000168291
11746684_a_at	PXK	ENSG00000168297
11760576_a_at	PXK	ENSG00000168297
11746685_x_at	PXK	ENSG00000168297
11752623_x_at	PXK	ENSG00000168297
11746761_a_at	PXK	ENSG00000168297
11752622_a_at	PXK	ENSG00000168297
11734572_at	H1-4	ENSG00000168298
11718735_at	PCMTD1	ENSG00000168300
11718736_a_at	PCMTD1	ENSG00000168300
11726443_a_at	KCTD6	ENSG00000168301
11717999_at	MPLKIP	ENSG00000168303
11718000_x_at	MPLKIP	ENSG00000168303
11717998_a_at	MPLKIP	ENSG00000168303
11721223_at	ACOX2	ENSG00000168306
11721032_s_at	FAM107A	ENSG00000168309
11721033_a_at	FAM107A	ENSG00000168309
11748726_s_at	FAM107A	ENSG00000168309
11754330_a_at	IRF2	ENSG00000168310
11744781_at	MOBP	ENSG00000168314
11753000_s_at	MOBP	ENSG00000168314
11754855_a_at	MOBP	ENSG00000168314
11747395_a_at	MOBP	ENSG00000168314
11744780_at	MOBP	ENSG00000168314
11723048_at	CX3CR1	ENSG00000168329
11756847_a_at	CX3CR1	ENSG00000168329
11738055_at	PPDPFL	ENSG00000168333
11755350_a_at	XIRP1	ENSG00000168334
11730063_at	INSM2	ENSG00000168348
11730064_at	INSM2	ENSG00000168348
11730037_at	DEGS2	ENSG00000168350
11761862_at	SCN11A	ENSG00000168356
11740800_x_at	SCN11A	ENSG00000168356
11715428_x_at	ARF4	ENSG00000168374
11715429_s_at	ARF4	ENSG00000168374
11762095_at7	HLA-DPB2	ENSG00000168379
11757511_x_at7	HLA-DPA1	ENSG00000168384
11758231_x_at7	HLA-DPA1	ENSG00000168384
11715583_s_at7	HLA-DPA1	ENSG00000168384
11758417_s_at7	HLA-DPA1	ENSG00000168384
200015_PM_s_at	SEPTIN2	ENSG00000168385
11749787_a_at	SEPTIN2	ENSG00000168385
11715367_s_at	SEPTIN2	ENSG00000168385
11715366_a_at	SEPTIN2	ENSG00000168385
11718905_x_at	FILIP1L	ENSG00000168386
11718904_s_at	FILIP1L	ENSG00000168386
11755182_a_at	FILIP1L	ENSG00000168386
11718903_a_at	FILIP1L	ENSG00000168386
11762714_at	FILIP1L	ENSG00000168386
11763517_at	FILIP1L	ENSG00000168386
11750623_a_at	FILIP1L	ENSG00000168386
11756471_a_at	MFSD2A	ENSG00000168389
11716642_s_at	DTYMK	ENSG00000168393
11757351_a_at1	TAP1	ENSG00000168394
11730729_a_at1	TAP1	ENSG00000168394
11762836_a_at	ING5	ENSG00000168395
11757067_s_at	ING5	ENSG00000168395
11760003_x_at	ING5	ENSG00000168395
11762837_at	ING5	ENSG00000168395
11756942_s_at	ING5	ENSG00000168395
11757066_s_at	ING5	ENSG00000168395
11757568_x_at	ATG4B	ENSG00000168397
11754092_x_at	ATG4B	ENSG00000168397
11734681_a_at	ATG4B	ENSG00000168397
11750446_x_at	ATG4B	ENSG00000168397
11744687_x_at	ATG4B	ENSG00000168397
11734680_a_at	ATG4B	ENSG00000168397
11740588_at	BDKRB2	ENSG00000168398
11746532_s_at	BDKRB2	ENSG00000168398
11754630_a_at	MLKL	ENSG00000168404
11750860_a_at	CMAHP	ENSG00000168405
11750861_x_at	CMAHP	ENSG00000168405
11748007_a_at	CMAHP	ENSG00000168405
11748008_x_at	CMAHP	ENSG00000168405
11748034_a_at	CMAHP	ENSG00000168405
11739559_at	RFWD3	ENSG00000168411
11747317_a_at	RFWD3	ENSG00000168411
11739558_at	RFWD3	ENSG00000168411
11715262_at	MTNR1A	ENSG00000168412
11760055_at	KCNG4	ENSG00000168418
11734597_at	KCNG4	ENSG00000168418
11728720_at	RHOH	ENSG00000168421
11741538_at	KLHL30	ENSG00000168427
11745382_x_at	COG7	ENSG00000168434
11720428_a_at	CDC40	ENSG00000168438
11720429_at	CDC40	ENSG00000168438
11753196_a_at	CDC40	ENSG00000168438
11743042_a_at	STIP1	ENSG00000168439
11743041_a_at	STIP1	ENSG00000168439
11721417_at	SCNN1B	ENSG00000168447
11742428_a_at	HR	ENSG00000168453
11725150_s_at	HR	ENSG00000168453
11747161_a_at	TXNDC2	ENSG00000168454
11716019_at	RAB31	ENSG00000168461
11757731_s_at	RAB31	ENSG00000168461
11716018_s_at	RAB31	ENSG00000168461
11757833_a_at	RAB31	ENSG00000168461
11720962_x_at4	ATF6B	ENSG00000168468
11747854_x_at4	ATF6B	ENSG00000168468
11718496_a_at	REEP4	ENSG00000168476
11748637_a_at	REEP4	ENSG00000168476
11727245_a_at	LGI3	ENSG00000168481
11763809_x_at	SFTPC	ENSG00000168484
11754641_x_at	SFTPC	ENSG00000168484
11764024_x_at	SFTPC	ENSG00000168484
11763961_x_at	SFTPC	ENSG00000168484
11763969_x_at	SFTPC	ENSG00000168484
11757270_x_at	SFTPC	ENSG00000168484
11763968_a_at	SFTPC	ENSG00000168484
11754978_a_at	BMP1	ENSG00000168487
11760945_at	BMP1	ENSG00000168487
11753250_a_at	BMP1	ENSG00000168487
11747545_a_at	BMP1	ENSG00000168487
11729026_a_at	BMP1	ENSG00000168487
11748458_x_at	ATXN2L	ENSG00000168488
11757713_x_at	ATXN2L	ENSG00000168488
11750258_a_at	ATXN2L	ENSG00000168488
11750259_x_at	ATXN2L	ENSG00000168488
11742041_x_at	ATXN2L	ENSG00000168488
11751240_a_at	PHYHIP	ENSG00000168490
11723622_a_at	PHYHIP	ENSG00000168490
11746926_a_at	CCDC110	ENSG00000168491
11750277_a_at	POLR3D	ENSG00000168495
11719130_s_at	POLR3D	ENSG00000168495
11719129_a_at	POLR3D	ENSG00000168495
11753118_a_at	POLR3D	ENSG00000168495
11719131_x_at	POLR3D	ENSG00000168495
11751389_s_at	FEN1	ENSG00000168496
11758164_s_at	FEN1	ENSG00000168496
11751388_a_at	FEN1	ENSG00000168496
11725695_s_at	CAVIN2	ENSG00000168497
11725694_at	CAVIN2	ENSG00000168497
11754450_s_at	MTCL1	ENSG00000168502
11756691_a_at	GBX2	ENSG00000168505
11739779_a_at	HJV	ENSG00000168509
11726420_a_at	HJV	ENSG00000168509
11741181_at	SCGB1D1	ENSG00000168515
11725920_a_at	HEXIM2	ENSG00000168517
200090_PM_at	FNTA	ENSG00000168522
11756229_s_at	FNTA	ENSG00000168522
11748053_x_at	SERINC2	ENSG00000168528
11721046_a_at	SERINC2	ENSG00000168528
11731476_x_at	MYL1	ENSG00000168530
11722646_a_at	MYL1	ENSG00000168530
11722647_x_at	MYL1	ENSG00000168530
11752349_a_at	TRAPPC11	ENSG00000168538
11721041_a_at	TRAPPC11	ENSG00000168538
11721040_a_at	TRAPPC11	ENSG00000168538
11727799_at	CHRM1	ENSG00000168539
11727798_at	CHRM1	ENSG00000168539
11758342_s_at	COL3A1	ENSG00000168542
11715414_x_at	COL3A1	ENSG00000168542
11744380_s_at	COL3A1	ENSG00000168542
11715415_a_at	COL3A1	ENSG00000168542
11744379_a_at	COL3A1	ENSG00000168542
11728938_s_at	GFRA2	ENSG00000168546
11728937_at	GFRA2	ENSG00000168546
11749446_a_at	GFRA2	ENSG00000168546
11727091_a_at	ING2	ENSG00000168556
11758969_at	ING2	ENSG00000168556
